Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
WT	rod photoreceptor outer segment	232	5	0	0	1	
MUT	rod photoreceptor outer segment	232	43	0	0	1	
WT	fibrillar collagen trimer	232	5	0	0	1	
MUT	fibrillar collagen trimer	232	43	0	0	1	
WT	ciliary plasm	232	5	0	0	1	
MUT	ciliary plasm	232	43	0	0	1	
WT	striated muscle myosin thick filament	232	5	0	0	1	
MUT	striated muscle myosin thick filament	232	43	0	0	1	
WT	extrinsic component of postsynaptic specialization membrane	232	5	0	0	1	
MUT	extrinsic component of postsynaptic specialization membrane	232	43	0	0	1	
WT	RNA cap binding complex	232	5	0	0	1	
MUT	RNA cap binding complex	232	43	0	0	1	
WT	nuclear pore outer ring	232	5	0	0	1	
MUT	nuclear pore outer ring	232	43	0	0	1	
WT	pICln-Sm protein complex	232	5	0	0	1	
MUT	pICln-Sm protein complex	232	43	0	0	1	
WT	shelterin complex	232	5	0	0	1	
MUT	shelterin complex	232	43	0	0	1	
WT	CatSper complex	232	5	0	0	1	
MUT	CatSper complex	232	43	0	0	1	
WT	potassium:proton exchanging ATPase complex	232	5	0	0	1	
MUT	potassium:proton exchanging ATPase complex	232	43	0	0	1	
WT	ectoplasm	232	5	0	0	1	
MUT	ectoplasm	232	43	0	0	1	
WT	Derlin-1 retrotranslocation complex	232	5	0	0	1	
MUT	Derlin-1 retrotranslocation complex	232	43	0	0	1	
WT	ATPase complex	232	5	0	0	1	
MUT	ATPase complex	232	43	0	0	1	
WT	VCP-NSFL1C complex	232	5	0	0	1	
MUT	VCP-NSFL1C complex	232	43	0	0	1	
WT	SCAR complex	232	5	0	0	1	
MUT	SCAR complex	232	43	0	0	1	
WT	histone locus body	232	5	0	0	1	
MUT	histone locus body	232	43	0	0	1	
WT	U4atac snRNP	232	5	0	0	1	
MUT	U4atac snRNP	232	43	0	0	1	
WT	epsilon DNA polymerase complex	232	5	0	0	1	
MUT	epsilon DNA polymerase complex	232	43	0	0	1	
WT	extrinsic component of mitochondrial outer membrane	232	5	0	0	1	
MUT	extrinsic component of mitochondrial outer membrane	232	43	0	0	1	
WT	Golgi-associated vesicle lumen	232	5	0	0	1	
MUT	Golgi-associated vesicle lumen	232	43	0	0	1	
WT	tRNA methyltransferase complex	232	5	0	0	1	
MUT	tRNA methyltransferase complex	232	43	0	0	1	
WT	pseudopodium membrane	232	5	0	0	1	
MUT	pseudopodium membrane	232	43	0	0	1	
WT	perinucleolar compartment	232	5	0	0	1	
MUT	perinucleolar compartment	232	43	0	0	1	
WT	inflammasome complex	232	5	0	0	1	
MUT	inflammasome complex	232	43	0	0	1	
WT	Fc-epsilon receptor I complex	232	5	0	0	1	
MUT	Fc-epsilon receptor I complex	232	43	0	0	1	
WT	microvesicle	232	5	0	0	1	
MUT	microvesicle	232	43	0	0	1	
WT	eukaryotic translation initiation factor 3 complex, eIF3e	232	5	0	0	1	
MUT	eukaryotic translation initiation factor 3 complex, eIF3e	232	43	0	0	1	
WT	endoplasmic reticulum Sec complex	232	5	0	0	1	
MUT	endoplasmic reticulum Sec complex	232	43	0	0	1	
WT	protein phosphatase 4 complex	232	5	0	0	1	
MUT	protein phosphatase 4 complex	232	43	0	0	1	
WT	dense body	232	5	1	0	1	
MUT	dense body	232	43	1	0	1	
WT	postsynaptic actin cytoskeleton	232	5	2	0	1	
MUT	postsynaptic actin cytoskeleton	232	43	2	0	1	
WT	storage vacuole	232	5	0	0	1	
MUT	storage vacuole	232	43	0	0	1	
WT	Golgi transport complex	232	5	0	0	1	
MUT	Golgi transport complex	232	43	0	0	1	
WT	endoplasmic reticulum tubular network	232	5	0	0	1	
MUT	endoplasmic reticulum tubular network	232	43	0	0	1	
WT	UBC13-MMS2 complex	232	5	0	0	1	
MUT	UBC13-MMS2 complex	232	43	0	0	1	
WT	UBC13-UEV1A complex	232	5	0	0	1	
MUT	UBC13-UEV1A complex	232	43	0	0	1	
WT	nuclear outer membrane-endoplasmic reticulum membrane network	232	5	0	0	1	
MUT	nuclear outer membrane-endoplasmic reticulum membrane network	232	43	0	0	1	
WT	podosome core	232	5	0	0	1	
MUT	podosome core	232	43	0	0	1	
WT	manchette	232	5	0	0	1	
MUT	manchette	232	43	0	0	1	
WT	oligosaccharyltransferase I complex	232	5	0	0	1	
MUT	oligosaccharyltransferase I complex	232	43	0	0	1	
WT	presynaptic active zone membrane	232	5	0	0	1	
MUT	presynaptic active zone membrane	232	43	0	0	1	
WT	proteasome activator complex	232	5	0	0	1	
MUT	proteasome activator complex	232	43	0	0	1	
WT	Cul4-RING E3 ubiquitin ligase complex	232	5	0	0	1	
MUT	Cul4-RING E3 ubiquitin ligase complex	232	43	0	0	1	
WT	mitochondrial intermembrane space protein transporter complex	232	5	0	0	1	
MUT	mitochondrial intermembrane space protein transporter complex	232	43	0	0	1	
WT	small ribosomal subunit	232	5	11	0	1	
MUT	small ribosomal subunit	232	43	11	0	1	
WT	RNA nuclear export complex	232	5	0	0	1	
MUT	RNA nuclear export complex	232	43	0	0	1	
WT	VCB complex	232	5	0	0	1	
MUT	VCB complex	232	43	0	0	1	
WT	cullin-RING ubiquitin ligase complex	232	5	0	0	1	
MUT	cullin-RING ubiquitin ligase complex	232	43	0	0	1	
WT	Cul2-RING ubiquitin ligase complex	232	5	0	0	1	
MUT	Cul2-RING ubiquitin ligase complex	232	43	0	0	1	
WT	Cul4B-RING E3 ubiquitin ligase complex	232	5	0	0	1	
MUT	Cul4B-RING E3 ubiquitin ligase complex	232	43	0	0	1	
WT	Cul7-RING ubiquitin ligase complex	232	5	0	0	1	
MUT	Cul7-RING ubiquitin ligase complex	232	43	0	0	1	
WT	extrinsic component of organelle membrane	232	5	0	0	1	
MUT	extrinsic component of organelle membrane	232	43	0	0	1	
WT	cytoplasmic side of membrane	232	5	0	0	1	
MUT	cytoplasmic side of membrane	232	43	0	0	1	
WT	Grb2-EGFR complex	232	5	0	0	1	
MUT	Grb2-EGFR complex	232	43	0	0	1	
WT	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	232	5	0	0	1	
MUT	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	232	43	0	0	1	
WT	synaptobrevin 2-SNAP-25-syntaxin-1a complex	232	5	0	0	1	
MUT	synaptobrevin 2-SNAP-25-syntaxin-1a complex	232	43	0	0	1	
WT	eukaryotic 80S initiation complex	232	5	1	0	1	
MUT	eukaryotic 80S initiation complex	232	43	1	0	1	
WT	transferase complex	232	5	0	0	1	
MUT	transferase complex	232	43	0	0	1	
WT	sumoylated E2 ligase complex	232	5	0	0	1	
MUT	sumoylated E2 ligase complex	232	43	0	0	1	
WT	protein kinase CK2 complex	232	5	0	0	1	
MUT	protein kinase CK2 complex	232	43	0	0	1	
WT	actomyosin, actin portion	232	5	0	0	1	
MUT	actomyosin, actin portion	232	43	0	0	1	
WT	cytoplasmic side of lysosomal membrane	232	5	0	0	1	
MUT	cytoplasmic side of lysosomal membrane	232	43	0	0	1	
WT	Noc4p-Nop14p complex	232	5	0	0	1	
MUT	Noc4p-Nop14p complex	232	43	0	0	1	
WT	dense core granule membrane	232	5	0	0	1	
MUT	dense core granule membrane	232	43	0	0	1	
WT	alpha9-beta1 integrin-ADAM8 complex	232	5	0	0	1	
MUT	alpha9-beta1 integrin-ADAM8 complex	232	43	0	0	1	
WT	interleukin-13 receptor complex	232	5	0	0	1	
MUT	interleukin-13 receptor complex	232	43	0	0	1	
WT	4-aminobutyrate transaminase complex	232	5	0	0	1	
MUT	4-aminobutyrate transaminase complex	232	43	0	0	1	
WT	lateral cell cortex	232	5	0	0	1	
MUT	lateral cell cortex	232	43	0	0	1	
WT	heteromeric SMAD protein complex	232	5	0	0	1	
MUT	heteromeric SMAD protein complex	232	43	0	0	1	
WT	Mon1-Ccz1 complex	232	5	0	0	1	
MUT	Mon1-Ccz1 complex	232	43	0	0	1	
WT	polycystin complex	232	5	0	0	1	
MUT	polycystin complex	232	43	0	0	1	
WT	cation channel complex	232	5	0	0	1	
MUT	cation channel complex	232	43	0	0	1	
WT	cyclin D2-CDK6 complex	232	5	0	0	1	
MUT	cyclin D2-CDK6 complex	232	43	0	0	1	
WT	protein kinase 5 complex	232	5	0	0	1	
MUT	protein kinase 5 complex	232	43	0	0	1	
WT	mitotic spindle microtubule	232	5	0	0	1	
MUT	mitotic spindle microtubule	232	43	0	0	1	
WT	inactive sex chromosome	232	5	0	0	1	
MUT	inactive sex chromosome	232	43	0	0	1	
WT	interchromatin granule	232	5	0	0	1	
MUT	interchromatin granule	232	43	0	0	1	
WT	core-binding factor complex	232	5	0	0	1	
MUT	core-binding factor complex	232	43	0	0	1	
WT	cochlear hair cell ribbon synapse	232	5	0	0	1	
MUT	cochlear hair cell ribbon synapse	232	43	0	0	1	
WT	guanylate cyclase complex, soluble	232	5	0	0	1	
MUT	guanylate cyclase complex, soluble	232	43	0	0	1	
WT	centralspindlin complex	232	5	0	0	1	
MUT	centralspindlin complex	232	43	0	0	1	
WT	anchored component of postsynaptic membrane	232	5	1	0	1	
MUT	anchored component of postsynaptic membrane	232	43	1	0	1	
WT	matrix side of mitochondrial inner membrane	232	5	0	0	1	
MUT	matrix side of mitochondrial inner membrane	232	43	0	0	1	
WT	collagen type VII trimer	232	5	0	0	1	
MUT	collagen type VII trimer	232	43	0	0	1	
WT	inner mucus layer	232	5	0	0	1	
MUT	inner mucus layer	232	43	0	0	1	
WT	outer mucus layer	232	5	0	0	1	
MUT	outer mucus layer	232	43	0	0	1	
WT	extrinsic component of Golgi membrane	232	5	0	0	1	
MUT	extrinsic component of Golgi membrane	232	43	0	0	1	
WT	lumenal side of Golgi membrane	232	5	0	0	1	
MUT	lumenal side of Golgi membrane	232	43	0	0	1	
WT	H zone	232	5	1	0	1	
MUT	H zone	232	43	1	1	0.185344827586207	DST
WT	TAP complex	232	5	0	0	1	
MUT	TAP complex	232	43	0	0	1	
WT	NF-kappaB p50/p65 complex	232	5	0	0	1	
MUT	NF-kappaB p50/p65 complex	232	43	0	0	1	
WT	collagen type XIV trimer	232	5	0	0	1	
MUT	collagen type XIV trimer	232	43	0	0	1	
WT	collagen type XVI trimer	232	5	0	0	1	
MUT	collagen type XVI trimer	232	43	0	0	1	
WT	Grb2-Sos complex	232	5	0	0	1	
MUT	Grb2-Sos complex	232	43	0	0	1	
WT	BAX complex	232	5	0	0	1	
MUT	BAX complex	232	43	0	0	1	
WT	BAK complex	232	5	0	0	1	
MUT	BAK complex	232	43	0	0	1	
WT	interleukin-28 receptor complex	232	5	0	0	1	
MUT	interleukin-28 receptor complex	232	43	0	0	1	
WT	Golgi cis cisterna	232	5	0	0	1	
MUT	Golgi cis cisterna	232	43	0	0	1	
WT	CAF-1 complex	232	5	0	0	1	
MUT	CAF-1 complex	232	43	0	0	1	
WT	extrinsic component of neuronal dense core vesicle membrane	232	5	0	0	1	
MUT	extrinsic component of neuronal dense core vesicle membrane	232	43	0	0	1	
WT	transcription factor TFIIIC complex	232	5	0	0	1	
MUT	transcription factor TFIIIC complex	232	43	0	0	1	
WT	lateral loop	232	5	0	0	1	
MUT	lateral loop	232	43	0	0	1	
WT	rhabdomere	232	5	0	0	1	
MUT	rhabdomere	232	43	0	0	1	
WT	peptidase complex	232	5	0	0	1	
MUT	peptidase complex	232	43	0	0	1	
WT	perivitelline space	232	5	0	0	1	
MUT	perivitelline space	232	43	0	0	1	
WT	MPP7-DLG1-LIN7 complex	232	5	0	0	1	
MUT	MPP7-DLG1-LIN7 complex	232	43	0	0	1	
WT	TCR signalosome	232	5	0	0	1	
MUT	TCR signalosome	232	43	0	0	1	
WT	G protein-coupled receptor dimeric complex	232	5	0	0	1	
MUT	G protein-coupled receptor dimeric complex	232	43	0	0	1	
WT	G protein-coupled receptor homodimeric complex	232	5	0	0	1	
MUT	G protein-coupled receptor homodimeric complex	232	43	0	0	1	
WT	pinceau fiber	232	5	0	0	1	
MUT	pinceau fiber	232	43	0	0	1	
WT	myosin VII complex	232	5	0	0	1	
MUT	myosin VII complex	232	43	0	0	1	
WT	upper tip-link density	232	5	0	0	1	
MUT	upper tip-link density	232	43	0	0	1	
WT	ubiquitin conjugating enzyme complex	232	5	0	0	1	
MUT	ubiquitin conjugating enzyme complex	232	43	0	0	1	
WT	Hrd1p ubiquitin ligase complex	232	5	0	0	1	
MUT	Hrd1p ubiquitin ligase complex	232	43	0	0	1	
WT	amyloid-beta complex	232	5	0	0	1	
MUT	amyloid-beta complex	232	43	0	0	1	
WT	vacuolar proton-transporting V-type ATPase, V0 domain	232	5	0	0	1	
MUT	vacuolar proton-transporting V-type ATPase, V0 domain	232	43	0	0	1	
WT	amphisome	232	5	0	0	1	
MUT	amphisome	232	43	0	0	1	
WT	calcium- and calmodulin-dependent protein kinase complex	232	5	1	0	1	
MUT	calcium- and calmodulin-dependent protein kinase complex	232	43	1	0	1	
WT	integral component of cytoplasmic side of endoplasmic reticulum membrane	232	5	0	0	1	
MUT	integral component of cytoplasmic side of endoplasmic reticulum membrane	232	43	0	0	1	
WT	photoreceptor cell cilium	232	5	0	0	1	
MUT	photoreceptor cell cilium	232	43	0	0	1	
WT	early phagosome membrane	232	5	0	0	1	
MUT	early phagosome membrane	232	43	0	0	1	
WT	laminin-5 complex	232	5	0	0	1	
MUT	laminin-5 complex	232	43	0	0	1	
WT	THO complex	232	5	0	0	1	
MUT	THO complex	232	43	0	0	1	
WT	THO complex part of transcription export complex	232	5	0	0	1	
MUT	THO complex part of transcription export complex	232	43	0	0	1	
WT	integrin alpha9-beta1 complex	232	5	0	0	1	
MUT	integrin alpha9-beta1 complex	232	43	0	0	1	
WT	U6 snRNP	232	5	0	0	1	
MUT	U6 snRNP	232	43	0	0	1	
WT	core TFIIH complex portion of holo TFIIH complex	232	5	0	0	1	
MUT	core TFIIH complex portion of holo TFIIH complex	232	43	0	0	1	
WT	nuclear cyclin-dependent protein kinase holoenzyme complex	232	5	0	0	1	
MUT	nuclear cyclin-dependent protein kinase holoenzyme complex	232	43	0	0	1	
WT	intracellular cyclic nucleotide activated cation channel complex	232	5	0	0	1	
MUT	intracellular cyclic nucleotide activated cation channel complex	232	43	0	0	1	
WT	transmembrane transporter complex	232	5	0	0	1	
MUT	transmembrane transporter complex	232	43	0	0	1	
WT	dystroglycan complex	232	5	0	0	1	
MUT	dystroglycan complex	232	43	0	0	1	
WT	septin collar	232	5	0	0	1	
MUT	septin collar	232	43	0	0	1	
WT	anchored component of presynaptic active zone membrane	232	5	0	0	1	
MUT	anchored component of presynaptic active zone membrane	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III	232	5	0	0	1	
MUT	phosphatidylinositol 3-kinase complex, class III	232	43	0	0	1	
WT	EKC/KEOPS complex	232	5	0	0	1	
MUT	EKC/KEOPS complex	232	43	0	0	1	
WT	meiotic cohesin complex	232	5	0	0	1	
MUT	meiotic cohesin complex	232	43	0	0	1	
WT	NatC complex	232	5	0	0	1	
MUT	NatC complex	232	43	0	0	1	
WT	C zone	232	5	0	0	1	
MUT	C zone	232	43	0	0	1	
WT	cortical microtubule	232	5	0	0	1	
MUT	cortical microtubule	232	43	0	0	1	
WT	cytoplasmic microtubule bundle	232	5	0	0	1	
MUT	cytoplasmic microtubule bundle	232	43	0	0	1	
WT	DUBm complex	232	5	0	0	1	
MUT	DUBm complex	232	43	0	0	1	
WT	RNA N6-methyladenosine methyltransferase complex	232	5	0	0	1	
MUT	RNA N6-methyladenosine methyltransferase complex	232	43	0	0	1	
WT	U4atac/U6atac snRNP	232	5	0	0	1	
MUT	U4atac/U6atac snRNP	232	43	0	0	1	
WT	U6atac snRNP	232	5	0	0	1	
MUT	U6atac snRNP	232	43	0	0	1	
WT	serine-pyruvate aminotransferase complex	232	5	0	0	1	
MUT	serine-pyruvate aminotransferase complex	232	43	0	0	1	
WT	spot adherens junction	232	5	0	0	1	
MUT	spot adherens junction	232	43	0	0	1	
WT	transverse filament	232	5	0	0	1	
MUT	transverse filament	232	43	0	0	1	
WT	U2-type spliceosomal complex	232	5	1	0	1	
MUT	U2-type spliceosomal complex	232	43	1	0	1	
WT	Ski complex	232	5	0	0	1	
MUT	Ski complex	232	43	0	0	1	
WT	activating signal cointegrator 1 complex	232	5	0	0	1	
MUT	activating signal cointegrator 1 complex	232	43	0	0	1	
WT	cortical microtubule cytoskeleton	232	5	0	0	1	
MUT	cortical microtubule cytoskeleton	232	43	0	0	1	
WT	mitotic spindle astral microtubule end	232	5	0	0	1	
MUT	mitotic spindle astral microtubule end	232	43	0	0	1	
WT	presynaptic endocytic zone	232	5	0	0	1	
MUT	presynaptic endocytic zone	232	43	0	0	1	
WT	cerebellar Golgi cell to granule cell synapse	232	5	0	0	1	
MUT	cerebellar Golgi cell to granule cell synapse	232	43	0	0	1	
WT	sarcoglycan complex	232	5	0	0	1	
MUT	sarcoglycan complex	232	43	0	0	1	
WT	L-cysteine desulfurase complex	232	5	0	0	1	
MUT	L-cysteine desulfurase complex	232	43	0	0	1	
WT	septin cytoskeleton	232	5	0	0	1	
MUT	septin cytoskeleton	232	43	0	0	1	
WT	meprin A complex	232	5	0	0	1	
MUT	meprin A complex	232	43	0	0	1	
WT	MICOS complex	232	5	0	0	1	
MUT	MICOS complex	232	43	0	0	1	
WT	Shu complex	232	5	0	0	1	
MUT	Shu complex	232	43	0	0	1	
WT	KICSTOR complex	232	5	0	0	1	
MUT	KICSTOR complex	232	43	0	0	1	
WT	Swi5-Sfr1 complex	232	5	0	0	1	
MUT	Swi5-Sfr1 complex	232	43	0	0	1	
WT	CST complex	232	5	0	0	1	
MUT	CST complex	232	43	0	0	1	
WT	COPI-coated Golgi to ER transport vesicle	232	5	0	0	1	
MUT	COPI-coated Golgi to ER transport vesicle	232	43	0	0	1	
WT	RIC1-RGP1 guanyl-nucleotide exchange factor complex	232	5	0	0	1	
MUT	RIC1-RGP1 guanyl-nucleotide exchange factor complex	232	43	0	0	1	
WT	axonemal central pair projection	232	5	0	0	1	
MUT	axonemal central pair projection	232	43	0	0	1	
WT	outer dynein arm	232	5	0	0	1	
MUT	outer dynein arm	232	43	0	0	1	
WT	PAN complex	232	5	0	0	1	
MUT	PAN complex	232	43	0	0	1	
WT	DRM complex	232	5	0	0	1	
MUT	DRM complex	232	43	0	0	1	
WT	tRNA-splicing ligase complex	232	5	0	0	1	
MUT	tRNA-splicing ligase complex	232	43	0	0	1	
WT	TIM22 mitochondrial import inner membrane insertion complex	232	5	0	0	1	
MUT	TIM22 mitochondrial import inner membrane insertion complex	232	43	0	0	1	
WT	GARP complex	232	5	0	0	1	
MUT	GARP complex	232	43	0	0	1	
WT	EARP complex	232	5	0	0	1	
MUT	EARP complex	232	43	0	0	1	
WT	RNA polymerase I core factor complex	232	5	0	0	1	
MUT	RNA polymerase I core factor complex	232	43	0	0	1	
WT	mitotic cohesin complex	232	5	0	0	1	
MUT	mitotic cohesin complex	232	43	0	0	1	
WT	PET complex	232	5	0	0	1	
MUT	PET complex	232	43	0	0	1	
WT	DBIRD complex	232	5	0	0	1	
MUT	DBIRD complex	232	43	0	0	1	
WT	cytoplasmic side of mitochondrial outer membrane	232	5	0	0	1	
MUT	cytoplasmic side of mitochondrial outer membrane	232	43	0	0	1	
WT	caveola neck	232	5	0	0	1	
MUT	caveola neck	232	43	0	0	1	
WT	snRNA-activating protein complex	232	5	0	0	1	
MUT	snRNA-activating protein complex	232	43	0	0	1	
WT	P granule	232	5	0	0	1	
MUT	P granule	232	43	0	0	1	
WT	collagen type XIII trimer	232	5	0	0	1	
MUT	collagen type XIII trimer	232	43	0	0	1	
WT	axonemal microtubule	232	5	0	0	1	
MUT	axonemal microtubule	232	43	0	0	1	
WT	radial spoke	232	5	0	0	1	
MUT	radial spoke	232	43	0	0	1	
WT	radial spoke head	232	5	0	0	1	
MUT	radial spoke head	232	43	0	0	1	
WT	anchored component of postsynaptic density membrane	232	5	0	0	1	
MUT	anchored component of postsynaptic density membrane	232	43	0	0	1	
WT	anchored component of postsynaptic recycling endosome membrane	232	5	0	0	1	
MUT	anchored component of postsynaptic recycling endosome membrane	232	43	0	0	1	
WT	parallel fiber	232	5	0	0	1	
MUT	parallel fiber	232	43	0	0	1	
WT	mitochondrial crista junction	232	5	0	0	1	
MUT	mitochondrial crista junction	232	43	0	0	1	
WT	MSL complex	232	5	0	0	1	
MUT	MSL complex	232	43	0	0	1	
WT	SOSS complex	232	5	0	0	1	
MUT	SOSS complex	232	43	0	0	1	
WT	female germ cell nucleus	232	5	0	0	1	
MUT	female germ cell nucleus	232	43	0	0	1	
WT	endoplasmic reticulum tubular network membrane	232	5	0	0	1	
MUT	endoplasmic reticulum tubular network membrane	232	43	0	0	1	
WT	SUMO ligase complex	232	5	0	0	1	
MUT	SUMO ligase complex	232	43	0	0	1	
WT	cortical granule	232	5	0	0	1	
MUT	cortical granule	232	43	0	0	1	
WT	perinuclear theca	232	5	0	0	1	
MUT	perinuclear theca	232	43	0	0	1	
WT	SMC loading complex	232	5	0	0	1	
MUT	SMC loading complex	232	43	0	0	1	
WT	Scc2-Scc4 cohesin loading complex	232	5	0	0	1	
MUT	Scc2-Scc4 cohesin loading complex	232	43	0	0	1	
WT	protein serine/threonine phosphatase complex	232	5	0	0	1	
MUT	protein serine/threonine phosphatase complex	232	43	0	0	1	
WT	UDP-N-acetylglucosamine transferase complex	232	5	0	0	1	
MUT	UDP-N-acetylglucosamine transferase complex	232	43	0	0	1	
WT	MIS12/MIND type complex	232	5	0	0	1	
MUT	MIS12/MIND type complex	232	43	0	0	1	
WT	apical cytoplasm	232	5	0	0	1	
MUT	apical cytoplasm	232	43	0	0	1	
WT	nuclear RNA-directed RNA polymerase complex	232	5	0	0	1	
MUT	nuclear RNA-directed RNA polymerase complex	232	43	0	0	1	
WT	uropod membrane	232	5	0	0	1	
MUT	uropod membrane	232	43	0	0	1	
WT	BCOR complex	232	5	0	0	1	
MUT	BCOR complex	232	43	0	0	1	
WT	neuron projection membrane	232	5	0	0	1	
MUT	neuron projection membrane	232	43	0	0	1	
WT	FACT complex	232	5	0	0	1	
MUT	FACT complex	232	43	0	0	1	
WT	peripheral region of growth cone	232	5	0	0	1	
MUT	peripheral region of growth cone	232	43	0	0	1	
WT	sweet taste receptor complex	232	5	0	0	1	
MUT	sweet taste receptor complex	232	43	0	0	1	
WT	intracellular organelle	232	5	0	0	1	
MUT	intracellular organelle	232	43	0	0	1	
WT	cone photoreceptor outer segment	232	5	0	0	1	
MUT	cone photoreceptor outer segment	232	43	0	0	1	
WT	piP-body	232	5	0	0	1	
MUT	piP-body	232	43	0	0	1	
WT	centrosomal corona	232	5	0	0	1	
MUT	centrosomal corona	232	43	0	0	1	
WT	intraciliary transport particle A	232	5	0	0	1	
MUT	intraciliary transport particle A	232	43	0	0	1	
WT	radial spoke stalk	232	5	0	0	1	
MUT	radial spoke stalk	232	43	0	0	1	
WT	palmitoyltransferase complex	232	5	0	0	1	
MUT	palmitoyltransferase complex	232	43	0	0	1	
WT	intrinsic component of Golgi membrane	232	5	0	0	1	
MUT	intrinsic component of Golgi membrane	232	43	0	0	1	
WT	cytoplasmic chromatin	232	5	0	0	1	
MUT	cytoplasmic chromatin	232	43	0	0	1	
WT	ciliary inversin compartment	232	5	0	0	1	
MUT	ciliary inversin compartment	232	43	0	0	1	
WT	dehydrodolichyl diphosphate synthase complex	232	5	0	0	1	
MUT	dehydrodolichyl diphosphate synthase complex	232	43	0	0	1	
WT	Hrd1p ubiquitin ligase ERAD-L complex	232	5	0	0	1	
MUT	Hrd1p ubiquitin ligase ERAD-L complex	232	43	0	0	1	
WT	ESCRT II complex	232	5	0	0	1	
MUT	ESCRT II complex	232	43	0	0	1	
WT	FHF complex	232	5	0	0	1	
MUT	FHF complex	232	43	0	0	1	
WT	pericellular basket	232	5	0	0	1	
MUT	pericellular basket	232	43	0	0	1	
WT	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane	232	5	0	0	1	
MUT	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane	232	43	0	0	1	
WT	leading edge of lamellipodium	232	5	0	0	1	
MUT	leading edge of lamellipodium	232	43	0	0	1	
WT	BLOC-2 complex	232	5	0	0	1	
MUT	BLOC-2 complex	232	43	0	0	1	
WT	apolipoprotein B mRNA editing enzyme complex	232	5	0	0	1	
MUT	apolipoprotein B mRNA editing enzyme complex	232	43	0	0	1	
WT	Cry-Per complex	232	5	0	0	1	
MUT	Cry-Per complex	232	43	0	0	1	
WT	outer mitochondrial membrane protein complex	232	5	0	0	1	
MUT	outer mitochondrial membrane protein complex	232	43	0	0	1	
WT	PR-DUB complex	232	5	0	0	1	
MUT	PR-DUB complex	232	43	0	0	1	
WT	axonemal dynein complex	232	5	0	0	1	
MUT	axonemal dynein complex	232	43	0	0	1	
WT	cellularization cleavage furrow	232	5	0	0	1	
MUT	cellularization cleavage furrow	232	43	0	0	1	
WT	sex chromosome	232	5	0	0	1	
MUT	sex chromosome	232	43	0	0	1	
WT	Smc5-Smc6 complex	232	5	0	0	1	
MUT	Smc5-Smc6 complex	232	43	0	0	1	
WT	dendrite terminus	232	5	0	0	1	
MUT	dendrite terminus	232	43	0	0	1	
WT	kinociliary basal body	232	5	0	0	1	
MUT	kinociliary basal body	232	43	0	0	1	
WT	Slx1-Slx4 complex	232	5	0	0	1	
MUT	Slx1-Slx4 complex	232	43	0	0	1	
WT	mitochondrial degradosome	232	5	0	0	1	
MUT	mitochondrial degradosome	232	43	0	0	1	
WT	A axonemal microtubule	232	5	0	0	1	
MUT	A axonemal microtubule	232	43	0	0	1	
WT	uniplex complex	232	5	0	0	1	
MUT	uniplex complex	232	43	0	0	1	
WT	Atg12-Atg5-Atg16 complex	232	5	0	0	1	
MUT	Atg12-Atg5-Atg16 complex	232	43	0	0	1	
WT	symmetric, GABA-ergic, inhibitory synapse	232	5	0	0	1	
MUT	symmetric, GABA-ergic, inhibitory synapse	232	43	0	0	1	
WT	integral component of nuclear outer membrane	232	5	0	0	1	
MUT	integral component of nuclear outer membrane	232	43	0	0	1	
WT	prominosome	232	5	0	0	1	
MUT	prominosome	232	43	0	0	1	
WT	sperm cytoplasmic droplet	232	5	0	0	1	
MUT	sperm cytoplasmic droplet	232	43	0	0	1	
WT	oxidoreductase complex	232	5	0	0	1	
MUT	oxidoreductase complex	232	43	0	0	1	
WT	intrinsic component of organelle membrane	232	5	0	0	1	
MUT	intrinsic component of organelle membrane	232	43	0	0	1	
WT	meiotic spindle pole	232	5	0	0	1	
MUT	meiotic spindle pole	232	43	0	0	1	
WT	nuclear telomeric heterochromatin	232	5	0	0	1	
MUT	nuclear telomeric heterochromatin	232	43	0	0	1	
WT	pi-body	232	5	0	0	1	
MUT	pi-body	232	43	0	0	1	
WT	precatalytic spliceosome	232	5	0	0	1	
MUT	precatalytic spliceosome	232	43	0	0	1	
WT	UFD1-NPL4 complex	232	5	0	0	1	
MUT	UFD1-NPL4 complex	232	43	0	0	1	
WT	perinucleolar chromocenter	232	5	0	0	1	
MUT	perinucleolar chromocenter	232	43	0	0	1	
WT	intraciliary transport particle	232	5	0	0	1	
MUT	intraciliary transport particle	232	43	0	0	1	
WT	hippocampal mossy fiber expansion	232	5	0	0	1	
MUT	hippocampal mossy fiber expansion	232	43	0	0	1	
WT	SMN-Gemin2 complex	232	5	0	0	1	
MUT	SMN-Gemin2 complex	232	43	0	0	1	
WT	CORVET complex	232	5	0	0	1	
MUT	CORVET complex	232	43	0	0	1	
WT	interphase microtubule organizing center	232	5	0	0	1	
MUT	interphase microtubule organizing center	232	43	0	0	1	
WT	organelle inner membrane	232	5	0	0	1	
MUT	organelle inner membrane	232	43	0	0	1	
WT	inner dynein arm	232	5	0	0	1	
