Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
WT	Fc-epsilon receptor I complex	232	5	0	0	1	
KO	Fc-epsilon receptor I complex	232	43	0	0	1	
WT	microvesicle	232	5	0	0	1	
KO	microvesicle	232	43	0	0	1	
WT	eukaryotic translation initiation factor 3 complex, eIF3e	232	5	0	0	1	
KO	eukaryotic translation initiation factor 3 complex, eIF3e	232	43	0	0	1	
WT	endoplasmic reticulum Sec complex	232	5	0	0	1	
KO	endoplasmic reticulum Sec complex	232	43	0	0	1	
WT	protein phosphatase 4 complex	232	5	0	0	1	
KO	protein phosphatase 4 complex	232	43	0	0	1	
WT	dense body	232	5	1	0	1	
KO	dense body	232	43	1	0	1	
WT	postsynaptic actin cytoskeleton	232	5	2	0	1	
KO	postsynaptic actin cytoskeleton	232	43	2	0	1	
WT	storage vacuole	232	5	0	0	1	
KO	storage vacuole	232	43	0	0	1	
WT	Golgi transport complex	232	5	0	0	1	
KO	Golgi transport complex	232	43	0	0	1	
WT	endoplasmic reticulum tubular network	232	5	0	0	1	
KO	endoplasmic reticulum tubular network	232	43	0	0	1	
WT	UBC13-MMS2 complex	232	5	0	0	1	
KO	UBC13-MMS2 complex	232	43	0	0	1	
WT	UBC13-UEV1A complex	232	5	0	0	1	
KO	UBC13-UEV1A complex	232	43	0	0	1	
WT	nuclear outer membrane-endoplasmic reticulum membrane network	232	5	0	0	1	
KO	nuclear outer membrane-endoplasmic reticulum membrane network	232	43	0	0	1	
WT	podosome core	232	5	0	0	1	
KO	podosome core	232	43	0	0	1	
WT	manchette	232	5	0	0	1	
KO	manchette	232	43	0	0	1	
WT	oligosaccharyltransferase I complex	232	5	0	0	1	
KO	oligosaccharyltransferase I complex	232	43	0	0	1	
WT	presynaptic active zone membrane	232	5	0	0	1	
KO	presynaptic active zone membrane	232	43	0	0	1	
WT	proteasome activator complex	232	5	0	0	1	
KO	proteasome activator complex	232	43	0	0	1	
WT	Cul4-RING E3 ubiquitin ligase complex	232	5	0	0	1	
KO	Cul4-RING E3 ubiquitin ligase complex	232	43	0	0	1	
WT	mitochondrial intermembrane space protein transporter complex	232	5	0	0	1	
KO	mitochondrial intermembrane space protein transporter complex	232	43	0	0	1	
WT	small ribosomal subunit	232	5	11	0	1	
KO	small ribosomal subunit	232	43	11	0	1	
WT	RNA nuclear export complex	232	5	0	0	1	
KO	RNA nuclear export complex	232	43	0	0	1	
WT	VCB complex	232	5	0	0	1	
KO	VCB complex	232	43	0	0	1	
WT	cullin-RING ubiquitin ligase complex	232	5	0	0	1	
KO	cullin-RING ubiquitin ligase complex	232	43	0	0	1	
WT	Cul2-RING ubiquitin ligase complex	232	5	0	0	1	
KO	Cul2-RING ubiquitin ligase complex	232	43	0	0	1	
WT	Cul4B-RING E3 ubiquitin ligase complex	232	5	0	0	1	
KO	Cul4B-RING E3 ubiquitin ligase complex	232	43	0	0	1	
WT	Cul7-RING ubiquitin ligase complex	232	5	0	0	1	
KO	Cul7-RING ubiquitin ligase complex	232	43	0	0	1	
WT	extrinsic component of organelle membrane	232	5	0	0	1	
KO	extrinsic component of organelle membrane	232	43	0	0	1	
WT	cytoplasmic side of membrane	232	5	0	0	1	
KO	cytoplasmic side of membrane	232	43	0	0	1	
WT	Grb2-EGFR complex	232	5	0	0	1	
KO	Grb2-EGFR complex	232	43	0	0	1	
WT	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	232	5	0	0	1	
KO	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	232	43	0	0	1	
WT	synaptobrevin 2-SNAP-25-syntaxin-1a complex	232	5	0	0	1	
KO	synaptobrevin 2-SNAP-25-syntaxin-1a complex	232	43	0	0	1	
WT	eukaryotic 80S initiation complex	232	5	1	0	1	
KO	eukaryotic 80S initiation complex	232	43	1	0	1	
WT	transferase complex	232	5	0	0	1	
KO	transferase complex	232	43	0	0	1	
WT	sumoylated E2 ligase complex	232	5	0	0	1	
KO	sumoylated E2 ligase complex	232	43	0	0	1	
WT	protein kinase CK2 complex	232	5	0	0	1	
KO	protein kinase CK2 complex	232	43	0	0	1	
WT	actomyosin, actin portion	232	5	0	0	1	
KO	actomyosin, actin portion	232	43	0	0	1	
WT	cytoplasmic side of lysosomal membrane	232	5	0	0	1	
KO	cytoplasmic side of lysosomal membrane	232	43	0	0	1	
WT	Noc4p-Nop14p complex	232	5	0	0	1	
KO	Noc4p-Nop14p complex	232	43	0	0	1	
WT	dense core granule membrane	232	5	0	0	1	
KO	dense core granule membrane	232	43	0	0	1	
WT	alpha9-beta1 integrin-ADAM8 complex	232	5	0	0	1	
KO	alpha9-beta1 integrin-ADAM8 complex	232	43	0	0	1	
WT	interleukin-13 receptor complex	232	5	0	0	1	
KO	interleukin-13 receptor complex	232	43	0	0	1	
WT	4-aminobutyrate transaminase complex	232	5	0	0	1	
KO	4-aminobutyrate transaminase complex	232	43	0	0	1	
WT	lateral cell cortex	232	5	0	0	1	
KO	lateral cell cortex	232	43	0	0	1	
WT	heteromeric SMAD protein complex	232	5	0	0	1	
KO	heteromeric SMAD protein complex	232	43	0	0	1	
WT	Mon1-Ccz1 complex	232	5	0	0	1	
KO	Mon1-Ccz1 complex	232	43	0	0	1	
WT	polycystin complex	232	5	0	0	1	
KO	polycystin complex	232	43	0	0	1	
WT	cation channel complex	232	5	0	0	1	
KO	cation channel complex	232	43	0	0	1	
WT	cyclin D2-CDK6 complex	232	5	0	0	1	
KO	cyclin D2-CDK6 complex	232	43	0	0	1	
WT	protein kinase 5 complex	232	5	0	0	1	
KO	protein kinase 5 complex	232	43	0	0	1	
WT	mitotic spindle microtubule	232	5	0	0	1	
KO	mitotic spindle microtubule	232	43	0	0	1	
WT	inactive sex chromosome	232	5	0	0	1	
KO	inactive sex chromosome	232	43	0	0	1	
WT	interchromatin granule	232	5	0	0	1	
KO	interchromatin granule	232	43	0	0	1	
WT	core-binding factor complex	232	5	0	0	1	
KO	core-binding factor complex	232	43	0	0	1	
WT	cochlear hair cell ribbon synapse	232	5	0	0	1	
KO	cochlear hair cell ribbon synapse	232	43	0	0	1	
WT	guanylate cyclase complex, soluble	232	5	0	0	1	
KO	guanylate cyclase complex, soluble	232	43	0	0	1	
WT	centralspindlin complex	232	5	0	0	1	
KO	centralspindlin complex	232	43	0	0	1	
WT	anchored component of postsynaptic membrane	232	5	1	0	1	
KO	anchored component of postsynaptic membrane	232	43	1	0	1	
WT	matrix side of mitochondrial inner membrane	232	5	0	0	1	
KO	matrix side of mitochondrial inner membrane	232	43	0	0	1	
WT	collagen type VII trimer	232	5	0	0	1	
KO	collagen type VII trimer	232	43	0	0	1	
WT	inner mucus layer	232	5	0	0	1	
KO	inner mucus layer	232	43	0	0	1	
WT	outer mucus layer	232	5	0	0	1	
KO	outer mucus layer	232	43	0	0	1	
WT	extrinsic component of Golgi membrane	232	5	0	0	1	
KO	extrinsic component of Golgi membrane	232	43	0	0	1	
WT	lumenal side of Golgi membrane	232	5	0	0	1	
KO	lumenal side of Golgi membrane	232	43	0	0	1	
WT	H zone	232	5	1	0	1	
KO	H zone	232	43	1	1	0.185344827586207	DST
WT	TAP complex	232	5	0	0	1	
KO	TAP complex	232	43	0	0	1	
WT	NF-kappaB p50/p65 complex	232	5	0	0	1	
KO	NF-kappaB p50/p65 complex	232	43	0	0	1	
WT	collagen type XIV trimer	232	5	0	0	1	
KO	collagen type XIV trimer	232	43	0	0	1	
WT	collagen type XVI trimer	232	5	0	0	1	
KO	collagen type XVI trimer	232	43	0	0	1	
WT	Grb2-Sos complex	232	5	0	0	1	
KO	Grb2-Sos complex	232	43	0	0	1	
WT	BAX complex	232	5	0	0	1	
KO	BAX complex	232	43	0	0	1	
WT	BAK complex	232	5	0	0	1	
KO	BAK complex	232	43	0	0	1	
WT	interleukin-28 receptor complex	232	5	0	0	1	
KO	interleukin-28 receptor complex	232	43	0	0	1	
WT	Golgi cis cisterna	232	5	0	0	1	
KO	Golgi cis cisterna	232	43	0	0	1	
WT	CAF-1 complex	232	5	0	0	1	
KO	CAF-1 complex	232	43	0	0	1	
WT	extrinsic component of neuronal dense core vesicle membrane	232	5	0	0	1	
KO	extrinsic component of neuronal dense core vesicle membrane	232	43	0	0	1	
WT	transcription factor TFIIIC complex	232	5	0	0	1	
KO	transcription factor TFIIIC complex	232	43	0	0	1	
WT	lateral loop	232	5	0	0	1	
KO	lateral loop	232	43	0	0	1	
WT	rhabdomere	232	5	0	0	1	
KO	rhabdomere	232	43	0	0	1	
WT	peptidase complex	232	5	0	0	1	
KO	peptidase complex	232	43	0	0	1	
WT	perivitelline space	232	5	0	0	1	
KO	perivitelline space	232	43	0	0	1	
WT	MPP7-DLG1-LIN7 complex	232	5	0	0	1	
KO	MPP7-DLG1-LIN7 complex	232	43	0	0	1	
WT	TCR signalosome	232	5	0	0	1	
KO	TCR signalosome	232	43	0	0	1	
WT	G protein-coupled receptor dimeric complex	232	5	0	0	1	
KO	G protein-coupled receptor dimeric complex	232	43	0	0	1	
WT	G protein-coupled receptor homodimeric complex	232	5	0	0	1	
KO	G protein-coupled receptor homodimeric complex	232	43	0	0	1	
WT	pinceau fiber	232	5	0	0	1	
KO	pinceau fiber	232	43	0	0	1	
WT	myosin VII complex	232	5	0	0	1	
KO	myosin VII complex	232	43	0	0	1	
WT	upper tip-link density	232	5	0	0	1	
KO	upper tip-link density	232	43	0	0	1	
WT	ubiquitin conjugating enzyme complex	232	5	0	0	1	
KO	ubiquitin conjugating enzyme complex	232	43	0	0	1	
WT	Hrd1p ubiquitin ligase complex	232	5	0	0	1	
KO	Hrd1p ubiquitin ligase complex	232	43	0	0	1	
WT	amyloid-beta complex	232	5	0	0	1	
KO	amyloid-beta complex	232	43	0	0	1	
WT	vacuolar proton-transporting V-type ATPase, V0 domain	232	5	0	0	1	
KO	vacuolar proton-transporting V-type ATPase, V0 domain	232	43	0	0	1	
WT	amphisome	232	5	0	0	1	
KO	amphisome	232	43	0	0	1	
WT	calcium- and calmodulin-dependent protein kinase complex	232	5	1	0	1	
KO	calcium- and calmodulin-dependent protein kinase complex	232	43	1	0	1	
WT	integral component of cytoplasmic side of endoplasmic reticulum membrane	232	5	0	0	1	
KO	integral component of cytoplasmic side of endoplasmic reticulum membrane	232	43	0	0	1	
WT	photoreceptor cell cilium	232	5	0	0	1	
KO	photoreceptor cell cilium	232	43	0	0	1	
WT	early phagosome membrane	232	5	0	0	1	
KO	early phagosome membrane	232	43	0	0	1	
WT	laminin-5 complex	232	5	0	0	1	
KO	laminin-5 complex	232	43	0	0	1	
WT	THO complex	232	5	0	0	1	
KO	THO complex	232	43	0	0	1	
WT	THO complex part of transcription export complex	232	5	0	0	1	
KO	THO complex part of transcription export complex	232	43	0	0	1	
WT	integrin alpha9-beta1 complex	232	5	0	0	1	
KO	integrin alpha9-beta1 complex	232	43	0	0	1	
WT	U6 snRNP	232	5	0	0	1	
KO	U6 snRNP	232	43	0	0	1	
WT	core TFIIH complex portion of holo TFIIH complex	232	5	0	0	1	
KO	core TFIIH complex portion of holo TFIIH complex	232	43	0	0	1	
WT	nuclear cyclin-dependent protein kinase holoenzyme complex	232	5	0	0	1	
KO	nuclear cyclin-dependent protein kinase holoenzyme complex	232	43	0	0	1	
WT	intracellular cyclic nucleotide activated cation channel complex	232	5	0	0	1	
KO	intracellular cyclic nucleotide activated cation channel complex	232	43	0	0	1	
WT	transmembrane transporter complex	232	5	0	0	1	
KO	transmembrane transporter complex	232	43	0	0	1	
WT	dystroglycan complex	232	5	0	0	1	
KO	dystroglycan complex	232	43	0	0	1	
WT	septin collar	232	5	0	0	1	
KO	septin collar	232	43	0	0	1	
WT	anchored component of presynaptic active zone membrane	232	5	0	0	1	
KO	anchored component of presynaptic active zone membrane	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class III	232	5	0	0	1	
KO	phosphatidylinositol 3-kinase complex, class III	232	43	0	0	1	
WT	EKC/KEOPS complex	232	5	0	0	1	
KO	EKC/KEOPS complex	232	43	0	0	1	
WT	meiotic cohesin complex	232	5	0	0	1	
KO	meiotic cohesin complex	232	43	0	0	1	
WT	NatC complex	232	5	0	0	1	
KO	NatC complex	232	43	0	0	1	
WT	C zone	232	5	0	0	1	
KO	C zone	232	43	0	0	1	
WT	cortical microtubule	232	5	0	0	1	
KO	cortical microtubule	232	43	0	0	1	
WT	cytoplasmic microtubule bundle	232	5	0	0	1	
KO	cytoplasmic microtubule bundle	232	43	0	0	1	
WT	DUBm complex	232	5	0	0	1	
KO	DUBm complex	232	43	0	0	1	
WT	RNA N6-methyladenosine methyltransferase complex	232	5	0	0	1	
KO	RNA N6-methyladenosine methyltransferase complex	232	43	0	0	1	
WT	U4atac/U6atac snRNP	232	5	0	0	1	
KO	U4atac/U6atac snRNP	232	43	0	0	1	
WT	U6atac snRNP	232	5	0	0	1	
KO	U6atac snRNP	232	43	0	0	1	
WT	serine-pyruvate aminotransferase complex	232	5	0	0	1	
KO	serine-pyruvate aminotransferase complex	232	43	0	0	1	
WT	spot adherens junction	232	5	0	0	1	
KO	spot adherens junction	232	43	0	0	1	
WT	transverse filament	232	5	0	0	1	
KO	transverse filament	232	43	0	0	1	
WT	U2-type spliceosomal complex	232	5	1	0	1	
KO	U2-type spliceosomal complex	232	43	1	0	1	
WT	Ski complex	232	5	0	0	1	
KO	Ski complex	232	43	0	0	1	
WT	activating signal cointegrator 1 complex	232	5	0	0	1	
KO	activating signal cointegrator 1 complex	232	43	0	0	1	
WT	cortical microtubule cytoskeleton	232	5	0	0	1	
KO	cortical microtubule cytoskeleton	232	43	0	0	1	
WT	mitotic spindle astral microtubule end	232	5	0	0	1	
KO	mitotic spindle astral microtubule end	232	43	0	0	1	
WT	presynaptic endocytic zone	232	5	0	0	1	
KO	presynaptic endocytic zone	232	43	0	0	1	
WT	cerebellar Golgi cell to granule cell synapse	232	5	0	0	1	
KO	cerebellar Golgi cell to granule cell synapse	232	43	0	0	1	
WT	sarcoglycan complex	232	5	0	0	1	
KO	sarcoglycan complex	232	43	0	0	1	
WT	L-cysteine desulfurase complex	232	5	0	0	1	
KO	L-cysteine desulfurase complex	232	43	0	0	1	
WT	septin cytoskeleton	232	5	0	0	1	
KO	septin cytoskeleton	232	43	0	0	1	
WT	meprin A complex	232	5	0	0	1	
KO	meprin A complex	232	43	0	0	1	
WT	MICOS complex	232	5	0	0	1	
KO	MICOS complex	232	43	0	0	1	
WT	Shu complex	232	5	0	0	1	
KO	Shu complex	232	43	0	0	1	
WT	KICSTOR complex	232	5	0	0	1	
KO	KICSTOR complex	232	43	0	0	1	
WT	Swi5-Sfr1 complex	232	5	0	0	1	
KO	Swi5-Sfr1 complex	232	43	0	0	1	
WT	CST complex	232	5	0	0	1	
KO	CST complex	232	43	0	0	1	
WT	COPI-coated Golgi to ER transport vesicle	232	5	0	0	1	
KO	COPI-coated Golgi to ER transport vesicle	232	43	0	0	1	
WT	RIC1-RGP1 guanyl-nucleotide exchange factor complex	232	5	0	0	1	
KO	RIC1-RGP1 guanyl-nucleotide exchange factor complex	232	43	0	0	1	
WT	axonemal central pair projection	232	5	0	0	1	
KO	axonemal central pair projection	232	43	0	0	1	
WT	outer dynein arm	232	5	0	0	1	
KO	outer dynein arm	232	43	0	0	1	
WT	PAN complex	232	5	0	0	1	
KO	PAN complex	232	43	0	0	1	
WT	DRM complex	232	5	0	0	1	
KO	DRM complex	232	43	0	0	1	
WT	tRNA-splicing ligase complex	232	5	0	0	1	
KO	tRNA-splicing ligase complex	232	43	0	0	1	
WT	TIM22 mitochondrial import inner membrane insertion complex	232	5	0	0	1	
KO	TIM22 mitochondrial import inner membrane insertion complex	232	43	0	0	1	
WT	GARP complex	232	5	0	0	1	
KO	GARP complex	232	43	0	0	1	
WT	EARP complex	232	5	0	0	1	
KO	EARP complex	232	43	0	0	1	
WT	RNA polymerase I core factor complex	232	5	0	0	1	
KO	RNA polymerase I core factor complex	232	43	0	0	1	
WT	mitotic cohesin complex	232	5	0	0	1	
KO	mitotic cohesin complex	232	43	0	0	1	
WT	PET complex	232	5	0	0	1	
KO	PET complex	232	43	0	0	1	
WT	DBIRD complex	232	5	0	0	1	
KO	DBIRD complex	232	43	0	0	1	
WT	cytoplasmic side of mitochondrial outer membrane	232	5	0	0	1	
KO	cytoplasmic side of mitochondrial outer membrane	232	43	0	0	1	
WT	caveola neck	232	5	0	0	1	
KO	caveola neck	232	43	0	0	1	
WT	snRNA-activating protein complex	232	5	0	0	1	
KO	snRNA-activating protein complex	232	43	0	0	1	
WT	P granule	232	5	0	0	1	
KO	P granule	232	43	0	0	1	
WT	collagen type XIII trimer	232	5	0	0	1	
KO	collagen type XIII trimer	232	43	0	0	1	
WT	axonemal microtubule	232	5	0	0	1	
KO	axonemal microtubule	232	43	0	0	1	
WT	radial spoke	232	5	0	0	1	
KO	radial spoke	232	43	0	0	1	
WT	radial spoke head	232	5	0	0	1	
KO	radial spoke head	232	43	0	0	1	
WT	anchored component of postsynaptic density membrane	232	5	0	0	1	
KO	anchored component of postsynaptic density membrane	232	43	0	0	1	
WT	anchored component of postsynaptic recycling endosome membrane	232	5	0	0	1	
KO	anchored component of postsynaptic recycling endosome membrane	232	43	0	0	1	
WT	parallel fiber	232	5	0	0	1	
KO	parallel fiber	232	43	0	0	1	
WT	mitochondrial crista junction	232	5	0	0	1	
KO	mitochondrial crista junction	232	43	0	0	1	
WT	MSL complex	232	5	0	0	1	
KO	MSL complex	232	43	0	0	1	
WT	SOSS complex	232	5	0	0	1	
KO	SOSS complex	232	43	0	0	1	
WT	female germ cell nucleus	232	5	0	0	1	
KO	female germ cell nucleus	232	43	0	0	1	
WT	endoplasmic reticulum tubular network membrane	232	5	0	0	1	
KO	endoplasmic reticulum tubular network membrane	232	43	0	0	1	
WT	SUMO ligase complex	232	5	0	0	1	
KO	SUMO ligase complex	232	43	0	0	1	
WT	cortical granule	232	5	0	0	1	
KO	cortical granule	232	43	0	0	1	
WT	perinuclear theca	232	5	0	0	1	
KO	perinuclear theca	232	43	0	0	1	
WT	SMC loading complex	232	5	0	0	1	
KO	SMC loading complex	232	43	0	0	1	
WT	Scc2-Scc4 cohesin loading complex	232	5	0	0	1	
KO	Scc2-Scc4 cohesin loading complex	232	43	0	0	1	
WT	protein serine/threonine phosphatase complex	232	5	0	0	1	
KO	protein serine/threonine phosphatase complex	232	43	0	0	1	
WT	UDP-N-acetylglucosamine transferase complex	232	5	0	0	1	
KO	UDP-N-acetylglucosamine transferase complex	232	43	0	0	1	
WT	MIS12/MIND type complex	232	5	0	0	1	
KO	MIS12/MIND type complex	232	43	0	0	1	
WT	apical cytoplasm	232	5	0	0	1	
KO	apical cytoplasm	232	43	0	0	1	
WT	nuclear RNA-directed RNA polymerase complex	232	5	0	0	1	
KO	nuclear RNA-directed RNA polymerase complex	232	43	0	0	1	
WT	uropod membrane	232	5	0	0	1	
KO	uropod membrane	232	43	0	0	1	
WT	BCOR complex	232	5	0	0	1	
KO	BCOR complex	232	43	0	0	1	
WT	neuron projection membrane	232	5	0	0	1	
KO	neuron projection membrane	232	43	0	0	1	
WT	FACT complex	232	5	0	0	1	
KO	FACT complex	232	43	0	0	1	
WT	peripheral region of growth cone	232	5	0	0	1	
KO	peripheral region of growth cone	232	43	0	0	1	
WT	sweet taste receptor complex	232	5	0	0	1	
KO	sweet taste receptor complex	232	43	0	0	1	
WT	intracellular organelle	232	5	0	0	1	
KO	intracellular organelle	232	43	0	0	1	
WT	cone photoreceptor outer segment	232	5	0	0	1	
KO	cone photoreceptor outer segment	232	43	0	0	1	
WT	piP-body	232	5	0	0	1	
KO	piP-body	232	43	0	0	1	
WT	centrosomal corona	232	5	0	0	1	
KO	centrosomal corona	232	43	0	0	1	
WT	intraciliary transport particle A	232	5	0	0	1	
KO	intraciliary transport particle A	232	43	0	0	1	
WT	radial spoke stalk	232	5	0	0	1	
KO	radial spoke stalk	232	43	0	0	1	
WT	palmitoyltransferase complex	232	5	0	0	1	
KO	palmitoyltransferase complex	232	43	0	0	1	
WT	intrinsic component of Golgi membrane	232	5	0	0	1	
KO	intrinsic component of Golgi membrane	232	43	0	0	1	
WT	cytoplasmic chromatin	232	5	0	0	1	
KO	cytoplasmic chromatin	232	43	0	0	1	
WT	ciliary inversin compartment	232	5	0	0	1	
KO	ciliary inversin compartment	232	43	0	0	1	
WT	dehydrodolichyl diphosphate synthase complex	232	5	0	0	1	
KO	dehydrodolichyl diphosphate synthase complex	232	43	0	0	1	
WT	Hrd1p ubiquitin ligase ERAD-L complex	232	5	0	0	1	
KO	Hrd1p ubiquitin ligase ERAD-L complex	232	43	0	0	1	
WT	ESCRT II complex	232	5	0	0	1	
KO	ESCRT II complex	232	43	0	0	1	
WT	FHF complex	232	5	0	0	1	
KO	FHF complex	232	43	0	0	1	
WT	pericellular basket	232	5	0	0	1	
KO	pericellular basket	232	43	0	0	1	
WT	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane	232	5	0	0	1	
KO	integral component of endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane	232	43	0	0	1	
WT	leading edge of lamellipodium	232	5	0	0	1	
KO	leading edge of lamellipodium	232	43	0	0	1	
WT	BLOC-2 complex	232	5	0	0	1	
KO	BLOC-2 complex	232	43	0	0	1	
WT	apolipoprotein B mRNA editing enzyme complex	232	5	0	0	1	
KO	apolipoprotein B mRNA editing enzyme complex	232	43	0	0	1	
WT	Cry-Per complex	232	5	0	0	1	
KO	Cry-Per complex	232	43	0	0	1	
WT	outer mitochondrial membrane protein complex	232	5	0	0	1	
KO	outer mitochondrial membrane protein complex	232	43	0	0	1	
WT	PR-DUB complex	232	5	0	0	1	
KO	PR-DUB complex	232	43	0	0	1	
WT	axonemal dynein complex	232	5	0	0	1	
KO	axonemal dynein complex	232	43	0	0	1	
WT	cellularization cleavage furrow	232	5	0	0	1	
KO	cellularization cleavage furrow	232	43	0	0	1	
WT	sex chromosome	232	5	0	0	1	
KO	sex chromosome	232	43	0	0	1	
WT	Smc5-Smc6 complex	232	5	0	0	1	
KO	Smc5-Smc6 complex	232	43	0	0	1	
WT	dendrite terminus	232	5	0	0	1	
KO	dendrite terminus	232	43	0	0	1	
WT	kinociliary basal body	232	5	0	0	1	
KO	kinociliary basal body	232	43	0	0	1	
WT	Slx1-Slx4 complex	232	5	0	0	1	
KO	Slx1-Slx4 complex	232	43	0	0	1	
WT	mitochondrial degradosome	232	5	0	0	1	
KO	mitochondrial degradosome	232	43	0	0	1	
WT	A axonemal microtubule	232	5	0	0	1	
KO	A axonemal microtubule	232	43	0	0	1	
WT	uniplex complex	232	5	0	0	1	
KO	uniplex complex	232	43	0	0	1	
WT	Atg12-Atg5-Atg16 complex	232	5	0	0	1	
KO	Atg12-Atg5-Atg16 complex	232	43	0	0	1	
WT	symmetric, GABA-ergic, inhibitory synapse	232	5	0	0	1	
KO	symmetric, GABA-ergic, inhibitory synapse	232	43	0	0	1	
WT	integral component of nuclear outer membrane	232	5	0	0	1	
KO	integral component of nuclear outer membrane	232	43	0	0	1	
WT	prominosome	232	5	0	0	1	
KO	prominosome	232	43	0	0	1	
WT	sperm cytoplasmic droplet	232	5	0	0	1	
KO	sperm cytoplasmic droplet	232	43	0	0	1	
WT	oxidoreductase complex	232	5	0	0	1	
KO	oxidoreductase complex	232	43	0	0	1	
WT	intrinsic component of organelle membrane	232	5	0	0	1	
KO	intrinsic component of organelle membrane	232	43	0	0	1	
WT	meiotic spindle pole	232	5	0	0	1	
KO	meiotic spindle pole	232	43	0	0	1	
WT	nuclear telomeric heterochromatin	232	5	0	0	1	
KO	nuclear telomeric heterochromatin	232	43	0	0	1	
WT	pi-body	232	5	0	0	1	
KO	pi-body	232	43	0	0	1	
WT	precatalytic spliceosome	232	5	0	0	1	
KO	precatalytic spliceosome	232	43	0	0	1	
WT	UFD1-NPL4 complex	232	5	0	0	1	
KO	UFD1-NPL4 complex	232	43	0	0	1	
WT	perinucleolar chromocenter	232	5	0	0	1	
KO	perinucleolar chromocenter	232	43	0	0	1	
WT	intraciliary transport particle	232	5	0	0	1	
KO	intraciliary transport particle	232	43	0	0	1	
WT	hippocampal mossy fiber expansion	232	5	0	0	1	
KO	hippocampal mossy fiber expansion	232	43	0	0	1	
WT	SMN-Gemin2 complex	232	5	0	0	1	
KO	SMN-Gemin2 complex	232	43	0	0	1	
WT	CORVET complex	232	5	0	0	1	
KO	CORVET complex	232	43	0	0	1	
WT	interphase microtubule organizing center	232	5	0	0	1	
KO	interphase microtubule organizing center	232	43	0	0	1	
WT	organelle inner membrane	232	5	0	0	1	
KO	organelle inner membrane	232	43	0	0	1	
WT	inner dynein arm	232	5	0	0	1	
KO	inner dynein arm	232	43	0	0	1	
WT	microprocessor complex	232	5	0	0	1	
KO	microprocessor complex	232	43	0	0	1	
WT	BLOC-3 complex	232	5	0	0	1	
KO	BLOC-3 complex	232	43	0	0	1	
WT	tRNA-intron endonuclease complex	232	5	0	0	1	
KO	tRNA-intron endonuclease complex	232	43	0	0	1	
WT	Swr1 complex	232	5	0	0	1	
KO	Swr1 complex	232	43	0	0	1	
WT	Piccolo NuA4 histone acetyltransferase complex	232	5	0	0	1	
KO	Piccolo NuA4 histone acetyltransferase complex	232	43	0	0	1	
WT	transcription factor TFIIIB complex	232	5	0	0	1	
KO	transcription factor TFIIIB complex	232	43	0	0	1	
WT	t-UTP complex	232	5	0	0	1	
KO	t-UTP complex	232	43	0	0	1	
WT	granular vesicle	232	5	0	0	1	
KO	granular vesicle	232	43	0	0	1	
WT	super elongation complex	232	5	0	0	1	
KO	super elongation complex	232	43	0	0	1	
WT	9+0 motile cilium	232	5	0	0	1	
KO	9+0 motile cilium	232	43	0	0	1	
WT	proximal portion of axoneme	232	5	0	0	1	
KO	proximal portion of axoneme	232	43	0	0	1	
WT	LUBAC complex	232	5	1	0	1	
KO	LUBAC complex	232	43	1	1	0.185344827586207	RNF31
WT	mitochondrial ATP-gated potassium channel complex	232	5	0	0	1	
KO	mitochondrial ATP-gated potassium channel complex	232	43	0	0	1	
WT	myosin V complex	232	5	1	0	1	
KO	myosin V complex	232	43	1	0	1	
WT	host cell viral assembly compartment	232	5	0	0	1	
KO	host cell viral assembly compartment	232	43	0	0	1	
WT	preribosome	232	5	0	0	1	
KO	preribosome	232	43	0	0	1	
WT	Mpp10 complex	232	5	0	0	1	
KO	Mpp10 complex	232	43	0	0	1	
WT	intrinsic component of peroxisomal membrane	232	5	0	0	1	
KO	intrinsic component of peroxisomal membrane	232	43	0	0	1	
WT	rod spherule	232	5	0	0	1	
KO	rod spherule	232	43	0	0	1	
WT	succinate-CoA ligase complex (GDP-forming)	232	5	0	0	1	
KO	succinate-CoA ligase complex (GDP-forming)	232	43	0	0	1	
WT	acrosomal lumen	232	5	0	0	1	
KO	acrosomal lumen	232	43	0	0	1	
WT	coated vesicle membrane	232	5	0	0	1	
KO	coated vesicle membrane	232	43	0	0	1	
WT	integrin alphaIIb-beta3 complex	232	5	0	0	1	
KO	integrin alphaIIb-beta3 complex	232	43	0	0	1	
WT	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	232	5	0	0	1	
KO	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	232	43	0	0	1	
WT	methylcrotonoyl-CoA carboxylase complex	232	5	0	0	1	
KO	methylcrotonoyl-CoA carboxylase complex	232	43	0	0	1	
WT	cytoplasmic side of dendritic spine plasma membrane	232	5	1	0	1	
KO	cytoplasmic side of dendritic spine plasma membrane	232	43	1	0	1	
WT	mitochondrial inner membrane peptidase complex	232	5	0	0	1	
KO	mitochondrial inner membrane peptidase complex	232	43	0	0	1	
WT	respiratory chain complex II	232	5	0	0	1	
KO	respiratory chain complex II	232	43	0	0	1	
